"Variable","Mean","Median","Variance","Std","Min","Max","IQR","Q1","Q3","Bound"
"Contribution (TWh)",4862.04,1738.95,46955071.2509143,6852.37705113447,36.02,19448.16,6773.905,104.0425,6877.9475,NA
