"Variable","Mean","Median","Variance","Std","Min","Max","IQR","Q1","Q3","Bound"
"Contribution (TWh)",5031.17444444444,2636.03,41343145.4872278,6429.86356676623,36.02,19448.16,6270.21,114.04,6384.25,NA
